collectdate,WQI
1995-07-10,130.265131868511
1995-07-10,104.116402962491
1995-07-10,88.5663072533181
1995-08-01,27.7862523986202
1995-08-01,27.1251275392199
1995-08-01,79.2975021961342
1995-08-01,79.1961653325994
1995-08-01,79.1334901779119
1995-08-01,79.0098426237616
1995-08-01,78.8174429075176
1995-08-01,79.4251025327972
1995-08-01,78.4628350863673
1995-08-01,78.3551715582506
1995-08-01,78.2874123435587
1995-08-01,130.477238545372
1995-08-01,107.780668342873
1995-08-01,97.7722078616672
1995-09-12,26.1549152561133
1995-09-12,25.4019223506219
1995-09-12,66.8186998392662
1995-09-12,66.7022031433641
1995-09-12,32.4179155421508
1995-09-12,66.3132859561956
1995-09-12,66.0225552960386
1995-09-12,65.7560249158545
1995-09-12,65.6448618127501
1995-09-12,117.750731917178
1995-09-12,65.4722494693675
1995-09-12,106.8473911605
1995-09-12,87.465467156307
1995-10-02,25.3717269088046
1995-10-02,25.6348305823299
1995-10-02,60.641726169541
1995-10-02,25.465709245923
1995-10-02,60.6068125133699
1995-10-02,60.3014447256005
1995-10-02,60.2092663445043
1995-10-02,60.1192230190837
1995-10-02,109.147001407262
1995-10-02,85.7308615499032
1995-10-02,90.5993571378986
1995-11-09,51.1333665335415
1995-11-09,52.5450258977435
1995-11-09,51.7627326101208
1995-11-09,51.5574749657657
1995-11-09,72.1171316567344
1995-11-09,71.3197101030504
1995-11-09,71.2149009106651
1995-11-09,107.597699947432
1995-11-09,116.536565969566
1995-12-05,92.4839271348576
1995-12-05,91.9221538118162
1995-12-05,93.7499750537554
1995-12-05,93.2315000547276
1995-12-05,91.2423039863954
1995-12-05,91.5261268347207
1996-01-03,151.579889247207
1996-01-03,148.242460343597
1996-01-03,150.605542332075
1996-01-03,146.699148242979
1996-01-03,147.578213473524
1996-01-03,139.974163877087
1996-02-07,184.78125447526
1996-02-07,173.59448280777
1996-02-07,170.541305540895
1996-02-07,181.43672599072
1996-02-07,164.861829532678
1996-02-07,163.915965644785
1996-03-06,196.22710407507
1996-03-06,188.982429941775
1996-03-06,200.12611800093
1996-03-06,193.808796700959
1996-03-06,199.238658596791
1996-03-06,196.508417184583
1996-03-21,169.837834881499
1996-03-21,169.775921635884
1996-03-21,176.369884086419
1996-03-21,180.247107139773
1996-03-21,197.950016291339
1996-03-21,204.89352627367
1996-04-10,154.572254952969
1996-04-10,157.231603074436
1996-04-10,167.936878356842
1996-04-10,167.92836589983
1996-04-10,167.93912143325
1996-04-10,167.93445310791
1996-04-10,154.098990574053
1996-04-10,167.851206194334
1996-04-10,167.813926836432
1996-04-10,167.792703162219
1996-04-10,167.742161829884
1996-04-10,170.742219313901
1996-04-10,188.349121901997
1996-04-10,181.457930643942
1996-04-30,168.942861025669
1996-04-30,171.65870842549
1996-04-30,193.309540470326
1996-04-30,187.2781297332
1996-04-30,191.771502835222
1996-04-30,187.084277569255
1996-05-08,148.018858043237
1996-05-08,149.497804035874
1996-05-08,152.993671492569
1996-05-08,169.871386054133
1996-05-08,172.34791073773
1996-05-08,170.701432306204
1996-05-21,146.893235375152
1996-05-21,166.450292875314
1996-05-21,157.332522761929
1996-05-21,166.421617118415
1996-05-21,166.397612962697
1996-05-21,166.36483954151
1996-05-21,166.292111318907
1996-05-21,156.27769418074
1996-05-21,177.862933845982
1996-05-21,184.881809999638
1996-05-21,173.578821709296
1996-06-04,141.189628299105
1996-06-04,146.54833503804
1996-06-04,160.370416581843
1996-06-04,160.372412863895
1996-06-04,160.372585142238
1996-06-04,157.203496933605
1996-06-04,160.048213779282
1996-06-04,159.851033295197
1996-06-04,189.075711437205
1996-06-04,171.186324483766
1996-06-04,153.970859187038
1996-06-18,129.677163251372
1996-06-18,126.403194745708
1996-06-18,147.025821422195
1996-06-18,147.015717804099
1996-06-18,147.012549495853
1996-06-18,146.978431707938
1996-06-18,146.580211188236
1996-06-18,146.472794578857
1996-06-18,164.830697176584
1996-06-18,146.222647331395
1996-06-18,146.190803204058
1996-06-18,160.75994404941
1996-06-18,146.026342133025
1996-06-18,145.932808584931
1996-06-18,145.770222005598
1996-06-18,145.700344780693
1996-06-18,149.89144693153
1996-06-18,145.678485819134
1996-06-18,146.321436506382
1996-07-02,92.9309546059901
1996-07-02,95.3469047870458
1996-07-02,133.022759811917
1996-07-02,158.187157365497
1996-07-02,148.759726379094
1996-07-02,125.85190731394
1996-07-24,115.958012397675
1996-07-24,89.7134578180149
1996-07-24,138.152830183415
1996-07-24,138.111652743434
1996-07-24,138.067712053982
1996-07-24,137.979456200474
1996-07-24,137.854825588641
1996-07-24,137.722107668964
1996-07-24,137.600989859871
1996-07-24,145.735931609201
1996-07-24,137.365455629636
1996-07-24,137.297517398343
1996-07-24,137.187874278343
1996-07-24,137.157394483745
1996-07-24,173.441546793411
1996-07-24,136.99654470176
1996-07-24,155.288812666773
1996-07-24,136.680690961736
1996-07-24,144.315320854477
1996-08-06,76.5475604979022
1996-08-06,74.7529010524737
1996-08-06,117.233649493771
1996-08-06,117.123223377973
1996-08-06,116.828073118929
1996-08-06,128.977146393423
1996-08-06,116.585337418074
1996-08-06,116.439782548752
1996-08-06,116.330423421155
1996-08-06,116.175119504523
1996-08-06,159.073814912556
1996-08-06,115.823645825112
1996-08-06,139.696828134257
1996-08-06,119.576383492646
1996-08-21,65.7358584091791
1996-08-21,61.1715327174589
1996-08-21,93.2769405038981
1996-08-21,92.8096216107157
1996-08-21,124.716170935565
1996-08-21,92.2872419254825
1996-08-21,92.1758014438514
1996-08-21,92.0999115268793
1996-08-21,91.982502227295
1996-08-21,63.7039332285315
1996-08-21,129.144779113868
1996-08-21,109.763695433323
1996-09-05,42.0551238889131
1996-09-05,47.2978196327508
1996-09-05,100.942913525875
1996-09-05,100.937947855999
1996-09-05,100.884778292299
1996-09-05,84.7285865681021
1996-09-05,100.097485352549
1996-09-05,99.8332719029979
1996-09-05,99.705218846245
1996-09-05,99.5852998298058
1996-09-05,165.34605763215
1996-09-05,99.361213460013
1996-09-05,144.183037839682
1996-09-05,116.306814027405
1996-09-17,33.6905403770464
1996-09-17,35.5574867777077
1996-09-17,87.3419219879836
1996-09-17,87.3470698881128
1996-09-17,87.3328048277953
1996-09-17,87.343901579867
1996-09-17,33.0939732331851
1996-09-17,87.1541491504463
1996-09-17,86.6523472848654
1996-09-17,86.5050701739853
1996-09-17,86.2772986609187
1996-09-17,86.1278829697558
1996-09-17,157.036490164385
1996-09-17,85.907998160779
1996-09-17,85.8677626428034
1996-09-17,85.8687390866106
1996-09-17,85.7876528537059
1996-09-17,131.961708798182
1996-09-17,85.7644596017109
1996-09-17,128.32466792925
1996-10-01,31.8340448978979
1996-10-01,30.9460512839944
1996-10-01,79.3075741297269
1996-10-01,79.2966496559979
1996-10-01,39.8381815253902
1996-10-01,78.4319993808116
1996-10-01,78.1820210114669
1996-10-01,78.0301394775635
1996-10-01,78.0497659764121
1996-10-01,153.361310611983
1996-10-01,77.8222773142841
1996-10-01,77.7871597163262
1996-10-01,77.7570244784134
1996-10-01,77.7270060716779
1996-10-01,111.223010371951
1996-10-01,77.713887632692
1996-10-01,103.743455915423
1996-11-06,61.4717200687617
1996-11-06,60.6776221975984
1996-11-06,61.3520605285807
1996-11-06,59.0445681384794
1996-11-06,60.4365980717229
1996-11-06,61.4070334015081
1996-11-06,66.0651093304464
1996-12-04,98.5169446513104
1996-12-04,110.293549925052
1996-12-04,109.606950889238
1996-12-04,109.514640493167
1996-12-04,106.426681547456
1996-12-04,104.725442413144
1997-02-05,178.916761402955
1997-02-05,183.530772626682
1997-02-05,180.122700365419
1997-02-05,177.358500327141
1997-02-05,179.40189784365
1997-02-05,179.446911227278
1997-03-03,189.925661310185
1997-03-03,212.424000674266
1997-03-03,193.139674043836
1997-03-03,210.608471278095
1997-03-03,200.389978532322
1997-03-03,194.223612300017
1997-04-02,183.201492237499
1997-04-02,182.661031121681
1997-04-02,186.831563772953
1997-04-02,187.221797481172
1997-04-02,187.610500794708
1997-04-02,188.471919052416
1997-05-07,154.443234079919
1997-05-07,141.462696022159
1997-05-07,162.319581175376
1997-05-07,196.25543422751
1997-05-07,199.266953691714
1997-05-07,186.782221412898
1997-06-02,106.582152556956
1997-06-02,118.787426651939
1997-06-02,150.463148850741
1997-06-02,150.228696284417
1997-06-02,150.184493020994
1997-06-02,150.088264187758
1997-06-02,149.945483248257
1997-06-02,159.466605920756
1997-06-02,177.297729732312
1997-06-02,179.395527342071
1997-06-02,157.682293971613
1997-07-02,102.244451781318
1997-07-02,104.15877355296
1997-07-02,127.963964135958
1997-07-02,174.573172832749
1997-07-02,130.927868164297
1997-07-02,143.21668015371
1997-08-06,55.9943103756335
1997-08-06,55.0312380252572
1997-08-06,114.164332400107
1997-08-06,114.135717744894
1997-08-06,113.830171871246
1997-08-06,113.476047815744
1997-08-06,144.384451140607
1997-08-06,113.151013799385
1997-08-06,113.04815033887
1997-08-06,112.914023426171
1997-08-06,112.883361339129
1997-08-06,170.123256777941
1997-08-06,112.713309324974
1997-08-06,112.607510336647
1997-08-06,112.52193521249
1997-08-06,112.479875690805
1997-08-06,141.106031976973
1997-08-06,112.241252478962
1997-09-02,41.072192290492
1997-09-02,42.1962693407948
1997-09-02,100.687105106416
1997-09-02,100.803086646159
1997-09-02,100.404981178551
1997-09-02,111.504895761789
1997-09-02,99.726159597079
1997-09-02,99.6270997321562
1997-09-02,99.4769037214413
1997-09-02,99.3927946921732
1997-09-02,148.034156264162
1997-09-02,99.2826752110345
1997-09-02,99.1234726749184
1997-09-02,99.1012457904385
1997-09-02,99.0058161013013
1997-09-02,131.0881796817
1997-09-02,124.694230012523
1997-10-08,128.444452646144
1997-10-08,50.6253359136475
1997-10-08,56.6577834640241
1997-10-08,52.3963441718432
1997-10-08,85.9908527385189
1997-10-08,85.7379623319801
1997-10-08,85.424065541583
1997-10-08,98.9723984264849
1997-10-08,85.0103985410351
1997-10-08,84.9324205939619
1997-10-08,84.8602459247575
1997-10-08,84.8154693442067
1997-10-08,126.290609302667
1997-11-05,69.9151095937021
1997-11-05,70.2355321480133
1997-11-05,74.6053244937574
1997-11-05,94.1023060936269
1997-11-05,96.5533687724458
1997-11-05,93.8482707204578
1997-11-05,93.7585241399784
1997-11-05,93.7225990385224
1997-11-05,93.6206136598888
1997-11-05,93.3290881243896
1997-11-05,130.807807495405
1997-11-05,93.0287340585452
1997-11-05,120.341554845967
1997-12-03,111.215009773722
1997-12-03,108.35176822098
1997-12-03,110.84178000466
1997-12-03,102.511914691099
1997-12-03,112.286033271251
1997-12-03,107.471723126739
1998-01-07,117.395568145801
1998-01-07,117.204742087059
1998-01-07,116.581945318671
1998-01-07,115.567179754247
1998-01-07,114.051159058034
1998-01-07,115.906185349879
1998-02-03,136.130327629748
1998-02-03,137.994932898912
1998-02-03,138.297992283361
1998-02-03,138.560562009439
1998-02-03,137.566592394589
1998-02-03,137.940618374212
1998-03-03,123.11920489359
1998-03-03,120.384605762896
1998-03-03,125.188134931706
1998-03-03,123.283280640944
1998-03-03,122.562918250066
1998-04-06,101.34063807599
1998-04-06,113.211547146039
1998-04-06,105.150824690766
1998-04-06,113.144959957542
1998-04-06,105.192279257874
1998-04-06,113.050190543128
1998-04-06,116.129393040384
1998-04-06,112.896742542414
1998-04-06,119.518148791696
1998-04-06,130.398357587112
1998-05-05,97.4438933387089
1998-05-05,115.668719265792
1998-05-05,115.646525761648
1998-05-05,115.650326019207
1998-05-05,98.3263099435065
1998-05-05,115.575354715734
1998-05-05,115.513149121736
1998-05-05,115.466073442184
1998-05-05,115.412833300101
1998-05-05,105.878080211851
1998-05-05,115.259239600931
1998-05-05,115.210694488456
1998-05-05,115.16824707784
1998-05-05,115.076176348792
1998-05-05,122.177427723883
1998-05-05,114.897808126262
1998-05-05,132.393485945803
1998-05-05,134.861556936796
1998-06-03,102.110896646445
1998-06-03,102.624768881051
1998-06-03,109.229725420884
1998-06-03,130.809000428972
1998-06-03,136.314734612439
1998-06-03,136.054883314748
1998-07-06,57.9381127396219
1998-07-06,58.2798962816056
1998-07-06,101.191976056043
1998-07-06,101.017803984108
1998-07-06,100.876293370536
1998-07-06,100.760776518666
1998-07-06,104.010185845272
1998-07-06,100.452146080717
1998-07-06,100.397817718575
1998-07-06,100.330872683449
1998-07-06,100.240258035189
1998-07-06,123.961859080925
1998-07-06,100.099622165464
1998-07-06,100.073625065728
1998-07-06,100.045290465289
1998-07-06,99.9555472228434
1998-07-06,144.236624523715
1998-07-06,99.6610527791959
1998-07-06,114.53202029956
1998-08-05,14.252675758178
1998-08-05,15.9616726361063
1998-08-05,70.8725943685923
1998-08-05,70.7563249762493
1998-08-05,70.5850537237522
1998-08-05,70.3359515506755
1998-08-05,94.6510585299182
1998-08-05,69.7193532704522
1998-08-05,69.5668331111685
1998-08-05,69.4841901767894
1998-08-05,69.43743896353
1998-08-05,110.978491567962
1998-08-05,69.285276650875
1998-08-05,69.2370893850292
1998-08-05,92.1554671756562
1998-08-05,90.7138366557138
1998-09-08,13.614630903207
1998-09-08,72.9916667069079
1998-09-08,72.9756042849593
1998-09-08,72.9656729452056
1998-09-08,13.569780789602
1998-09-08,72.975279818667
1998-09-08,72.9691487364721
1998-09-08,72.9568865720823
1998-09-08,72.9092405867731
1998-09-08,72.9169168837506
1998-09-08,72.7674479084319
1998-09-08,72.734965217906
1998-09-08,72.6255794482308
1998-09-08,72.5024954615795
1998-09-08,56.9509409627263
1998-09-08,72.2730722231465
1998-09-08,72.0784958802119
1998-09-08,71.9882524307152
1998-09-08,71.9155408360899
1998-09-08,71.8512911482955
1998-09-08,71.5857593744986
1998-09-08,71.5909956846438
1998-09-08,71.6202527784839
1998-09-08,71.5381467695258
1998-09-08,114.892242985158
1998-09-08,71.4601321040825
1998-09-08,106.816688671454
1998-09-08,126.625213548735
1998-10-07,17.2810754197026
1998-10-07,16.2674859246455
1998-10-07,62.919642020721
1998-10-07,62.9192841740923
1998-10-07,17.2062041262388
1998-10-07,62.4405875057851
1998-10-07,62.2527169059184
1998-10-07,62.0666024698147
1998-10-07,61.922544217362
1998-10-07,61.8039761815269
1998-10-07,61.7151687846166
1998-10-07,61.7365008970467
1998-10-07,61.6722512092524
1998-10-07,61.6599890448626
1998-10-07,127.164698891308
1998-10-07,61.5192275048841
1998-10-07,61.431448401369
1998-10-07,111.136923550563
1998-10-07,84.1741008777561
1998-11-02,28.1236603040593
1998-11-02,25.4660558612417
1998-11-02,25.9439091249129
1998-11-02,59.6619550722903
1998-11-02,59.6619550722903
1998-11-02,59.5000071183375
1998-11-02,58.8233946821421
1998-11-02,58.686400019386
1998-11-02,58.5940314039323
1998-11-02,58.5397130558916
1998-11-02,109.175016669166
1998-11-02,58.4923800260149
1998-11-02,58.48624894382
1998-11-02,58.474053540103
1998-11-02,86.5101597967995
1998-11-02,79.1576556385453
1998-12-14,105.225369307436
1998-12-14,105.075819597275
1998-12-14,104.948681457617
1998-12-14,101.123274188941
1998-12-14,99.1302511340084
1998-12-14,99.4961797336983
1999-01-05,134.222210982202
1999-01-05,132.644565663543
1999-01-05,137.06946530829
1999-01-05,137.762222740299
1999-01-05,135.602197862385
1999-01-05,134.378373899481
1999-02-03,172.276271191268
1999-02-03,173.181374984892
1999-02-03,172.239271736732
1999-02-03,172.043608867246
1999-02-03,171.749962047985
1999-02-03,171.915782207058
1999-03-02,180.457415430236
1999-03-02,180.886033570679
1999-03-02,182.889803714578
1999-03-02,183.8759588094
1999-03-02,183.955319869501
1999-03-02,184.499377836122
1999-04-06,157.054920075028
1999-04-06,160.371808548811
1999-04-06,158.86832874728
1999-04-06,157.856678752193
1999-04-06,169.032188886068
1999-04-06,174.135939433704
1999-05-05,143.407830745053
1999-05-05,146.026585320932
1999-05-05,145.797469985298
1999-05-05,153.116850358723
1999-05-05,152.369900518303
1999-05-05,148.752596084886
1999-06-08,128.878641726066
1999-06-08,128.118290908833
1999-06-08,138.452107249263
1999-06-08,138.37289343587
1999-06-08,138.297274221358
1999-06-08,135.113763863394
1999-06-08,138.172606349286
1999-06-08,148.644719139645
1999-06-08,148.338875466335
1999-06-08,139.274806927385
1999-07-07,105.479556509274
1999-07-07,97.6200113324243
1999-07-07,117.701958065276
1999-07-07,117.69897866335
1999-07-07,99.1266267492485
1999-07-07,117.688875045254
1999-07-07,117.293890673743
1999-07-07,117.058396979589
1999-07-07,117.137588212916
1999-07-07,154.135082754441
1999-07-07,123.524828913791
1999-07-07,122.899720688267
1999-08-03,41.6314455496238
1999-08-03,108.849231150656
1999-08-03,108.833168728708
1999-08-03,108.823065110611
1999-08-03,77.6956277761402
1999-08-03,108.751290023309
1999-08-03,108.591558441494
1999-08-03,108.424040776276
1999-08-03,108.228171944833
1999-08-03,108.148309554151
1999-08-03,124.823301768431
1999-08-03,107.962570920691
1999-08-03,107.882073242662
1999-08-03,107.682848540398
1999-08-03,107.608752584833
1999-08-03,107.555427370767
1999-08-03,146.129777730259
1999-08-03,107.405701045124
1999-08-03,107.20537871276
1999-08-03,107.296369101472
1999-08-03,107.15304663267
1999-08-03,116.811423884524
1999-08-03,107.048443098964
1999-08-03,140.135346980176
1999-09-08,14.7682786442902
1999-09-08,14.6760314034329
1999-09-08,66.5156567451497
1999-09-08,66.5015673012085
1999-09-08,66.4556774796624
1999-09-08,66.1895136164626
1999-09-08,66.120747977852
1999-09-08,88.011770881967
1999-09-08,65.9146298298565
1999-09-08,65.7489527341333
1999-09-08,65.7047114243022
1999-09-08,65.6052569943807
1999-09-08,65.4262395283101
1999-09-08,65.3493364491608
1999-09-08,12.9999045260078
1999-09-08,65.1103730979392
1999-09-08,65.1416031697867
1999-09-08,65.0419653059573
1999-09-08,65.0296697612311
1999-09-08,134.020631042257
1999-09-08,129.560487054789
1999-10-05,24.6872208279071
1999-10-05,24.0069724728746
1999-10-05,65.9116780629711
1999-10-05,65.9055469807762
1999-10-05,65.8654637751327
1999-10-05,65.8753951148864
1999-10-05,27.8483983735335
1999-10-05,65.8654637751327
1999-10-05,65.8753951148864
1999-10-05,65.7387252293784
1999-10-05,65.3687273517539
1999-10-05,64.9277371960516
1999-10-05,64.8310048177313
1999-10-05,64.7220102750212
1999-10-05,147.404846381329
1999-10-05,64.4949645315041
1999-10-05,144.972878146493
1999-10-05,22.2599102730781
1999-11-02,59.0590438775076
1999-11-02,59.7391784415688
1999-11-02,58.5786102161319
1999-11-02,74.9306238121902
1999-11-02,58.1405399230782
1999-11-02,74.9244927299953
1999-11-02,74.9145613902416
1999-11-02,74.741570510241
1999-11-02,74.2100823553457
1999-11-02,74.054788452815
1999-11-02,108.161401878166
1999-11-02,104.149815273171
1999-12-07,103.797988192426
1999-12-07,105.606088603292
1999-12-07,103.595106237704
1999-12-07,99.8862525102874
1999-12-07,92.7257204088239
1999-12-07,95.9363753742591
2000-01-05,140.110572526465
2000-01-05,135.349224516294
2000-01-05,135.046456589081
2000-01-05,137.130258461971
2000-01-05,139.134709592319
2000-01-05,136.208755653927
2000-02-08,147.17039228727
2000-02-08,145.584383122499
2000-02-08,146.864417536079
2000-02-08,146.612054842656
2000-02-08,142.807416380707
2000-02-08,143.795832555888
2000-03-07,148.865883912637
2000-03-07,150.638532530332
2000-03-07,151.044613646994
2000-03-07,149.803853963518
2000-03-07,154.577350129748
2000-03-07,154.99510123271
2000-04-04,147.130298768306
2000-04-04,153.345887141711
2000-04-04,153.339756059516
2000-04-04,153.332932525917
2000-04-04,153.307621201518
2000-04-04,153.298132300698
2000-04-04,145.744870236007
2000-04-04,152.161035911617
2000-04-04,156.039140784315
2000-04-04,153.060753558875
2000-04-04,157.621422735553
2000-04-04,160.181208646206
2000-05-02,117.968779925415
2000-05-02,139.54240321693
2000-05-02,139.537228008472
2000-05-02,139.508038692387
2000-05-02,120.456941807897
2000-05-02,139.515639207505
2000-05-02,139.443079987403
2000-05-02,139.416725041038
2000-05-02,139.404459538614
2000-05-02,139.388035932004
2000-05-02,128.365017163494
2000-05-02,139.276495078451
2000-05-02,139.213863860069
2000-05-02,139.149249649578
2000-05-02,139.107193465927
2000-05-02,148.498188331007
2000-05-02,160.949823419599
2000-05-02,159.027586497976
2000-06-13,100.495297697866
2000-06-13,101.473576498229
2000-06-13,126.934521971
2000-06-13,126.934521971
2000-06-13,126.924597307313
2000-06-13,126.84319830555
2000-06-13,102.456443690598
2000-06-13,126.429279282536
2000-06-13,126.332536890114
2000-06-13,126.23813533643
2000-06-13,126.104008423731
2000-06-13,126.132931037178
2000-06-13,153.308542925842
2000-06-13,150.910249573822
2000-06-13,149.629491713113
2000-07-05,75.0703427481424
2000-07-05,74.0847153773527
2000-07-05,114.692423052381
2000-07-05,114.661396442644
2000-07-05,114.600809318057
2000-07-05,114.547572514008
2000-07-05,114.472669117135
2000-07-05,97.3439539407365
2000-07-05,114.361121587515
2000-07-05,114.286569361204
2000-07-05,114.22429598945
2000-07-05,114.121435866969
2000-07-05,114.046900330826
2000-07-05,113.97233475238
2000-07-05,113.937909126149
2000-07-05,113.905780944218
2000-07-05,113.911915364447
2000-07-05,136.808657628485
2000-07-05,113.73253337568
2000-07-05,113.651850067174
2000-07-05,113.595197556464
2000-07-05,113.582935392074
2000-07-05,153.566730074752
2000-07-05,147.624657691362
2000-08-08,29.9141758852721
2000-08-08,28.8787317215394
2000-08-08,92.0289037411366
2000-08-08,91.9370531643664
2000-08-08,91.7444611415779
2000-08-08,82.467537334896
2000-08-08,91.3827896685398
