Water samples are reported as mg/L of water, while sediment samples are reported as mg/kg of 
                    sediment (wet weight). Results of bacteria cultures are reported as CFU (colony-forming units)/100mls
                     of liquid sample or as MPN (most probable number)/g of thick or solid samples.
Note: ORG/100 ml = CFU/100 ml
These data include samples collected during both baseflow and wet weather/storm flow events.
Chlorophyll a - The laboratory changed analysis methods in July 1996. This method change resulted 
                    in a 14 percent increase in chlorophyll values due to improved extraction. Values reported prior to 
                    July 1996 can be adjusted by increasing them 14 percent for comparison with more recent data.
Total Phosphorus Note: The KCEL changed the TP analysis method in July 1998 and again in Jan 2007.
                    These changes resulted in a bias towards lower TP values reported. For comparisons with historical 
                    data, values reported after July 1, 1998 may be multiplied by a factor of 1.262. (R2 = 0.989)
Lake Washington-0852
CollectDate,SampleNum,Depth (m),Ammmonia Nitrogen (mg/L),Ammmonia Nitrogen Qualifier*,AN MDL (mg/L),Conductivity (µmhos/cm),Cond Qualifier*,Cond MDL (µmhos/cm),Dissolved Oxygen (mg/L),DO Qualifier*,DO MDL (mg/L),Ecoli,Ecoli Qualifier*,Fecal Coliform (CFU/100ml),Fecal Coliform Qualifier*,Nitrate Nitrite (mg/L),Nitrate Nitrite Qualifier*,Nitrate Nitrite MDL (mg/L),Orthophosphate Phosphate (mg/L),OP Qualifier*,OP MDL (mg/L),pH,pH Qualifier*,Temperature (°C),Temperature Qualifier*,Total Nitrogen (mg/L),TN Qualifier*,TN MDL (mg/L),Total Phosphorus (mg/L),TP Qualifier*,TP MDL (mg/L),Total Alkalinity (mg/L),Total Alkalinity Qualifier*,Total Alkalinity MDL (mg/L),
01/05/1994,L2715-5,1.0,,,,99.0,,,9.25,,,,,,,,,,0.0160,,0.0020,7.4,,7.9,,,,,0.0180,,0.005,37.0,,0.2,
01/05/1994,L2715-1,1.0,,,,101.0,,,9.32,,,,,,,,,,0.0160,,0.0020,7.4,,7.9,,,,,0.0210,,0.005,37.0,,0.2,
01/05/1994,L2715-2,10.0,,,,102.0,,,9.25,,,,,,,,,,0.0160,,0.0020,7.4,,7.9,,,,,0.0890,,0.005,37.0,,0.2,
01/05/1994,L2715-3,40.0,,,,95.0,,,9.32,,,,,,,,,,0.0170,,0.0020,7.3,,7.9,,,,,0.0140,,0.005,37.0,,0.2,
01/05/1994,L2715-4,60.0,,,,100.0,,,9.20,,,,,,,,,,0.0150,,0.0020,7.4,,7.9,,,,,0.0190,,0.005,37.0,,0.2,
02/15/1994,L2939-1,1.0,,,,99.2,,,10.81,,,,,,,,,,0.0150,,0.0020,7.2,,7.2,,,,,0.0220,,0.005,38.0,,0.2,
02/15/1994,L2939-6,1.0,,,,98.6,,,10.70,,,,,,,,,,0.0140,,0.0020,7.2,,7.2,,,,,0.0160,,0.005,38.0,,0.2,
02/15/1994,L2939-2,10.0,,,,100.4,,,10.68,,,,,,,,,,0.0150,,0.0020,7.3,,7.2,,,,,0.0220,,0.005,38.0,,0.2,
02/15/1994,L2939-3,20.0,,,,100.7,,,10.72,,,,,,,,,,0.0150,,0.0020,7.4,,7.2,,,,,0.0160,,0.005,38.0,,0.2,
02/15/1994,L2939-4,40.0,,,,101.1,,,10.57,,,,,,,,,,0.0150,,0.0020,7.4,,7.1,,,,,0.0170,,0.005,38.0,,0.2,
