Water samples are reported as mg/L of water, while sediment samples are reported as mg/kg of 
                    sediment (wet weight). Results of bacteria cultures are reported as CFU (colony-forming units)/100mls
                     of liquid sample or as MPN (most probable number)/g of thick or solid samples.
Note: ORG/100 ml = CFU/100 ml
These data include samples collected during both baseflow and wet weather/storm flow events.
Chlorophyll a - The laboratory changed analysis methods in July 1996. This method change resulted 
                    in a 14 percent increase in chlorophyll values due to improved extraction. Values reported prior to 
                    July 1996 can be adjusted by increasing them 14 percent for comparison with more recent data.
Total Phosphorus Note: The KCEL changed the TP analysis method in July 1998 and again in Jan 2007.
                    These changes resulted in a bias towards lower TP values reported. For comparisons with historical 
                    data, values reported after July 1, 1998 may be multiplied by a factor of 1.262. (R2 = 0.989)
Lake Washington-0804
CollectDate,SampleNum,Depth (m),Ammmonia Nitrogen (mg/L),Ammmonia Nitrogen Qualifier*,AN MDL (mg/L),Conductivity (µmhos/cm),Cond Qualifier*,Cond MDL (µmhos/cm),Dissolved Oxygen (mg/L),DO Qualifier*,DO MDL (mg/L),Ecoli,Ecoli Qualifier*,Fecal Coliform (CFU/100ml),Fecal Coliform Qualifier*,Nitrate Nitrite (mg/L),Nitrate Nitrite Qualifier*,Nitrate Nitrite MDL (mg/L),Orthophosphate Phosphate (mg/L),OP Qualifier*,OP MDL (mg/L),pH,pH Qualifier*,Temperature (°C),Temperature Qualifier*,Total Nitrogen (mg/L),TN Qualifier*,TN MDL (mg/L),Total Phosphorus (mg/L),TP Qualifier*,TP MDL (mg/L),Total Alkalinity (mg/L),Total Alkalinity Qualifier*,Total Alkalinity MDL (mg/L),
01/05/1994,L2702-3,1.0,0.020,<MDL      ,0.020,99.0,,,9.83,,,,,36,,0.180,,0.050,0.0150,,0.0020,7.5,,8.0,,0.290,,0.050,0.0200,,0.005,38.0,,0.2,
01/05/1994,L2702-4,4.0,,,,101.0,,,9.80,,,,,,,,,,,,,7.4,,8.0,,,,,,,,,,,
01/05/1994,L2702-5,8.0,0.020,<MDL      ,0.020,102.0,,,9.84,,,,,,,0.270,,0.050,0.0170,,0.0020,7.4,,8.0,,0.400,,0.050,0.0210,,0.005,38.0,,0.2,
01/05/1994,L2702-3,1.0,0.020,<MDL      ,0.020,99.0,,,9.83,,,,,36,,0.180,,0.050,0.0150,,0.0020,7.5,,8.0,,0.290,,0.050,0.0200,,0.005,38.0,,0.2,
02/15/1994,L2932-3,1.0,0.020,<MDL      ,0.020,98.9,,,11.16,,,,,44,,0.220,,0.050,0.0160,,0.0020,7.5,,7.0,,0.370,,0.050,0.0210,,0.005,,,,
02/15/1994,L2932-4,4.0,,,,100.2,,,11.10,,,,,,,,,,,,,7.5,,7.0,,,,,,,,,,,
02/15/1994,L2932-5,8.0,0.020,<MDL      ,0.020,101.4,,,11.11,,,,,,,0.250,,0.050,0.0160,,0.0020,7.5,,7.0,,0.370,,0.050,0.0200,,0.005,,,,
02/15/1994,L2932-3,1.0,0.020,<MDL      ,0.020,98.9,,,11.16,,,,,44,,0.220,,0.050,0.0160,,0.0020,7.5,,7.0,,0.370,,0.050,0.0210,,0.005,,,,
03/07/1994,L3132-3,1.0,0.020,<MDL      ,0.020,108.6,,,10.48,,,,,18,,0.570,,0.050,0.0150,,0.0020,7.2,,7.6,,0.720,,0.050,0.0360,,0.005,,,,
03/07/1994,L3132-4,8.0,0.020,<MDL      ,0.020,117.3,,,10.31,,,,,,,0.770,,0.050,0.0190,,0.0020,7.1,,7.3,,1.000,,0.050,0.0410,,0.005,,,,
