Water samples are reported as mg/L of water, while sediment samples are reported as mg/kg of 
                    sediment (wet weight). Results of bacteria cultures are reported as CFU (colony-forming units)/100mls
                     of liquid sample or as MPN (most probable number)/g of thick or solid samples.
Note: ORG/100 ml = CFU/100 ml
These data include samples collected during both baseflow and wet weather/storm flow events.
Chlorophyll a - The laboratory changed analysis methods in July 1996. This method change resulted 
                    in a 14 percent increase in chlorophyll values due to improved extraction. Values reported prior to 
                    July 1996 can be adjusted by increasing them 14 percent for comparison with more recent data.
Total Phosphorus Note: The KCEL changed the TP analysis method in July 1998 and again in Jan 2007.
                    These changes resulted in a bias towards lower TP values reported. For comparisons with historical 
                    data, values reported after July 1, 1998 may be multiplied by a factor of 1.262. (R2 = 0.989)
Lake Union-0540
CollectDate,SampleNum,Depth (m),Ammmonia Nitrogen (mg/L),Ammmonia Nitrogen Qualifier*,AN MDL (mg/L),Conductivity (µmhos/cm),Cond Qualifier*,Cond MDL (µmhos/cm),Dissolved Oxygen (mg/L),DO Qualifier*,DO MDL (mg/L),Ecoli,Ecoli Qualifier*,Fecal Coliform (CFU/100ml),Fecal Coliform Qualifier*,Nitrate Nitrite (mg/L),Nitrate Nitrite Qualifier*,Nitrate Nitrite MDL (mg/L),Orthophosphate Phosphate (mg/L),OP Qualifier*,OP MDL (mg/L),pH,pH Qualifier*,Temperature (°C),Temperature Qualifier*,Total Nitrogen (mg/L),TN Qualifier*,TN MDL (mg/L),Total Phosphorus (mg/L),TP Qualifier*,TP MDL (mg/L),Total Alkalinity (mg/L),Total Alkalinity Qualifier*,Total Alkalinity MDL (mg/L),
01/18/1994,L2782-2,Composite,0.020,<MDL      ,0.020,,,,,,,,,26,,0.190,,0.050,0.0110,,0.0020,6.8,,8.0,,0.320,,0.050,0.0270,,0.005,,,,
01/18/1994,L2782-2,Composite,0.020,<MDL      ,0.020,,,,,,,,,26,,0.190,,0.050,0.0110,,0.0020,6.8,,8.0,,0.320,,0.050,0.0270,,0.005,,,,
02/22/1994,L2963-2,Composite,0.030,<RDL      ,0.020,,,,,,,,,23,,0.260,,0.050,0.0140,,0.0020,7.0,,7.0,,0.310,,0.050,0.0210,,0.005,,,,
02/22/1994,L2963-2,Composite,0.030,<RDL      ,0.020,,,,,,,,,23,,0.260,,0.050,0.0140,,0.0020,7.0,,7.0,,0.310,,0.050,0.0210,,0.005,,,,
03/14/1994,L3197-2,Composite,0.020,<MDL      ,0.020,,,,,,,,,12,,0.160,,0.050,0.0030,<RDL      ,0.0020,7.5,,9.8,,0.350,,0.050,0.0190,,0.005,,,,
03/14/1994,L3197-2,Composite,0.020,<MDL      ,0.020,,,,,,,,,12,,0.160,,0.050,0.0030,<RDL      ,0.0020,7.5,,9.8,,0.350,,0.050,0.0190,,0.005,,,,
04/11/1994,L3418-2,Composite,0.020,<MDL      ,0.020,,,,,,,,,2,,0.151,,0.050,0.0020,<MDL      ,0.0020,7.7,,9.8,,0.344,,0.050,0.0210,,0.005,,,,
04/11/1994,L3418-2,Composite,0.020,<MDL      ,0.020,,,,,,,,,2,,0.151,,0.050,0.0020,<MDL      ,0.0020,7.7,,9.8,,0.344,,0.050,0.0210,,0.005,,,,
05/16/1994,L3629-2,Composite,0.020,<MDL      ,0.020,,,,,,,,,9,,0.050,<MDL      ,0.050,0.0020,<MDL      ,0.0020,8.4,,14.0,,0.227,,0.050,0.0200,,0.005,,,,
05/16/1994,L3629-2,Composite,0.020,<MDL      ,0.020,,,,,,,,,9,,0.050,<MDL      ,0.050,0.0020,<MDL      ,0.0020,8.4,,14.0,,0.227,,0.050,0.0200,,0.005,,,,
06/20/1994,L3895-2,Composite,0.020,<MDL      ,0.020,,,,,,,,,14,,0.050,<MDL      ,0.050,0.0020,<MDL      ,0.0020,8.1,,17.7,,0.234,,0.050,0.0120,,0.005,,,,
06/20/1994,L3895-2,Composite,0.020,<MDL      ,0.020,,,,,,,,,14,,0.050,<MDL      ,0.050,0.0020,<MDL      ,0.0020,8.1,,17.7,,0.234,,0.050,0.0120,,0.005,,,,
07/11/1994,L4044-2,Composite,0.020,<MDL      ,0.020,,,,,,,,,10,,0.050,<MDL      ,0.050,0.0029,<RDL      ,0.0020,7.0,,20.4,,0.248,,0.050,0.0103,,0.005,,,,
07/11/1994,L4044-2,Composite,0.020,<MDL      ,0.020,,,,,,,,,10,,0.050,<MDL      ,0.050,0.0029,<RDL      ,0.0020,7.0,,20.4,,0.248,,0.050,0.0103,,0.005,,,,
08/10/1994,L4249-2,Composite,0.020,<MDL      ,0.020,,,,,,,,,37,,0.050,<MDL      ,0.050,0.0028,<RDL      ,0.0020,7.5,,21.4,,0.237,,0.050,0.0120,,0.005,,,,
08/10/1994,L4249-2,Composite,0.020,<MDL      ,0.020,,,,,,,,,37,,0.050,<MDL      ,0.050,0.0028,<RDL      ,0.0020,7.5,,21.4,,0.237,,0.050,0.0120,,0.005,,,,
09/21/1994,L4488-2,Composite,0.020,<MDL      ,0.020,,,,,,,,,14,,0.050,<MDL      ,0.050,0.0021,<RDL      ,0.0020,8.4,,19.8,,0.237,,0.050,0.0210,,0.005,,,,
09/21/1994,L4488-2,Composite,0.020,<MDL      ,0.020,,,,,,,,,14,,0.050,<MDL      ,0.050,0.0021,<RDL      ,0.0020,8.4,,19.8,,0.237,,0.050,0.0210,,0.005,,,,
10/10/1994,L4668-2,Composite,0.020,<MDL      ,0.020,,,,,,,,,100,,0.050,<MDL      ,0.050,0.0040,E         ,0.0020,7.2,,17.2,,0.197,,0.050,0.0120,,0.005,,,,
10/10/1994,L4668-2,Composite,0.020,<MDL      ,0.020,,,,,,,,,100,,0.050,<MDL      ,0.050,0.0040,E         ,0.0020,7.2,,17.2,,0.197,,0.050,0.0120,,0.005,,,,
11/07/1994,L4869-2,Composite,0.020,<MDL      ,0.020,,,,,,,,,130,,0.050,<MDL      ,0.050,0.0020,<MDL      ,0.0020,7.5,,11.2,,0.263,,0.050,0.0050,<MDL      ,0.005,,,,
11/07/1994,L4869-2,Composite,0.020,<MDL      ,0.020,,,,,,,,,130,,0.050,<MDL      ,0.050,0.0020,<MDL      ,0.0020,7.5,,11.2,,0.263,,0.050,0.0050,<MDL      ,0.005,,,,
12/12/1994,L5052-2,Composite,0.021,<RDL      ,0.020,,,,,,,,,320,,0.151,,0.050,0.0137,,0.0020,7.3,,8.1,,0.271,,0.050,0.0300,,0.005,,,,
12/12/1994,L5052-2,Composite,0.021,<RDL      ,0.020,,,,,,,,,320,,0.151,,0.050,0.0137,,0.0020,7.3,,8.1,,0.271,,0.050,0.0300,,0.005,,,,
01/09/1995,L5174-2,Composite,0.020,<MDL      ,0.020,,,,,,,,,39,,0.217,,0.050,0.0172,,0.0020,7.3,,7.3,,0.356,,0.050,0.0300,,0.005,,,,
01/09/1995,L5174-2,Composite,0.020,<MDL      ,0.020,,,,,,,,,39,,0.217,,0.050,0.0172,,0.0020,7.3,,7.3,,0.356,,0.050,0.0300,,0.005,,,,
02/14/1995,L5351-2,Composite,0.020,<MDL      ,0.020,,,,,,,,,150,,0.212,,0.050,0.0159,,0.0020,7.0,,5.5,,0.421,,0.050,0.0390,,0.005,,,,
02/14/1995,L5351-2,Composite,0.020,<MDL      ,0.020,,,,,,,,,150,,0.212,,0.050,0.0159,,0.0020,7.0,,5.5,,0.421,,0.050,0.0390,,0.005,,,,
03/13/1995,L5618-2,Composite,0.036,<RDL      ,0.020,,,,,,,,,14,,0.209,,0.050,0.0093,,0.0020,7.5,,8.1,,0.450,,0.050,0.0170,,0.005,,,,
03/13/1995,L5618-2,Composite,0.036,<RDL      ,0.020,,,,,,,,,14,,0.209,,0.050,0.0093,,0.0020,7.5,,8.1,,0.450,,0.050,0.0170,,0.005,,,,
04/10/1995,L5809-2,Composite,0.041,,0.020,,,,,,,,,5,,0.093,<RDL      ,0.050,0.0025,<RDL      ,0.0020,7.8,,9.3,,0.367,,0.050,0.0230,,0.005,,,,
04/10/1995,L5809-2,Composite,0.041,,0.020,,,,,,,,,5,,0.093,<RDL      ,0.050,0.0025,<RDL      ,0.0020,7.8,,9.3,,0.367,,0.050,0.0230,,0.005,,,,
05/08/1995,L6046-2,Composite,0.020,<MDL      ,0.020,,,,,,,,,40,,0.050,<MDL      ,0.050,0.0020,<MDL      ,0.0020,8.6,,14.3,,0.362,,0.050,0.0230,,0.005,,,,
05/08/1995,L6046-2,Composite,0.020,<MDL      ,0.020,,,,,,,,,40,,0.050,<MDL      ,0.050,0.0020,<MDL      ,0.0020,8.6,,14.3,,0.362,,0.050,0.0230,,0.005,,,,
06/12/1995,L6194-2,Composite,0.020,<MDL      ,0.020,,,,,,,,,120,,0.050,<MDL      ,0.050,0.0020,<MDL      ,0.0020,8.3,,19.3,,0.328,,0.050,0.0319,,0.005,,,,
06/12/1995,L6194-2,Composite,0.020,<MDL      ,0.020,,,,,,,,,120,,0.050,<MDL      ,0.050,0.0020,<MDL      ,0.0020,8.3,,19.3,,0.328,,0.050,0.0319,,0.005,,,,
07/17/1995,L6493-2,Composite,0.020,<MDL      ,0.020,,,,,,,,,4,,0.050,<MDL      ,0.050,0.0020,<MDL      ,0.0020,7.9,,22.0,,0.247,,0.050,0.0186,,0.005,,,,
07/17/1995,L6493-2,Composite,0.020,<MDL      ,0.020,,,,,,,,,4,,0.050,<MDL      ,0.050,0.0020,<MDL      ,0.0020,7.9,,22.0,,0.247,,0.050,0.0186,,0.005,,,,
08/14/1995,L6655-2,Composite,0.020,<MDL      ,0.020,,,,,,,,,21,,0.050,<MDL      ,0.050,0.0020,<MDL      ,0.0020,7.5,,19.1,,0.239,,0.050,0.0180,,0.005,,,,
08/14/1995,L6655-2,Composite,0.020,<MDL      ,0.020,,,,,,,,,21,,0.050,<MDL      ,0.050,0.0020,<MDL      ,0.0020,7.5,,19.1,,0.239,,0.050,0.0180,,0.005,,,,
09/18/1995,L6821-2,Composite,0.020,<MDL      ,0.020,,,,,,,,,35,,0.050,<MDL      ,0.050,0.0020,<MDL      ,0.0020,7.7,,20.0,,0.202,,0.050,0.0194,,0.005,,,,
09/18/1995,L6821-2,Composite,0.020,<MDL      ,0.020,,,,,,,,,35,,0.050,<MDL      ,0.050,0.0020,<MDL      ,0.0020,7.7,,20.0,,0.202,,0.050,0.0194,,0.005,,,,
10/16/1995,L7073-2,Composite,0.020,<MDL      ,0.020,,,,,,,,,260,,0.050,<MDL      ,0.050,0.0026,<RDL      ,0.0020,8.2,,15.6,,0.336,,0.050,0.0062,<RDL      ,0.005,,,,
10/16/1995,L7073-2,Composite,0.020,<MDL      ,0.020,,,,,,,,,260,,0.050,<MDL      ,0.050,0.0026,<RDL      ,0.0020,8.2,,15.6,,0.336,,0.050,0.0062,<RDL      ,0.005,,,,
11/13/1995,L7316-2,Composite,0.020,<MDL      ,0.020,,,,,,,,,20,,0.084,<RDL      ,0.050,0.0044,<RDL      ,0.0020,7.3,,11.5,,0.301,,0.050,0.0098,<RDL      ,0.005,,,,
