Water samples are reported as mg/L of water, while sediment samples are reported as mg/kg of 
                    sediment (wet weight). Results of bacteria cultures are reported as CFU (colony-forming units)/100mls
                     of liquid sample or as MPN (most probable number)/g of thick or solid samples.
Note: ORG/100 ml = CFU/100 ml
These data include samples collected during both baseflow and wet weather/storm flow events.
Chlorophyll a - The laboratory changed analysis methods in July 1996. This method change resulted 
                    in a 14 percent increase in chlorophyll values due to improved extraction. Values reported prior to 
                    July 1996 can be adjusted by increasing them 14 percent for comparison with more recent data.
Total Phosphorus Note: The KCEL changed the TP analysis method in July 1998 and again in Jan 2007.
                    These changes resulted in a bias towards lower TP values reported. For comparisons with historical 
                    data, values reported after July 1, 1998 may be multiplied by a factor of 1.262. (R2 = 0.989)
Lake Union-0536
CollectDate,SampleNum,Depth (m),Ammmonia Nitrogen (mg/L),Ammmonia Nitrogen Qualifier*,AN MDL (mg/L),Conductivity (µmhos/cm),Cond Qualifier*,Cond MDL (µmhos/cm),Dissolved Oxygen (mg/L),DO Qualifier*,DO MDL (mg/L),Ecoli,Ecoli Qualifier*,Fecal Coliform (CFU/100ml),Fecal Coliform Qualifier*,Nitrate Nitrite (mg/L),Nitrate Nitrite Qualifier*,Nitrate Nitrite MDL (mg/L),Orthophosphate Phosphate (mg/L),OP Qualifier*,OP MDL (mg/L),pH,pH Qualifier*,Temperature (°C),Temperature Qualifier*,Total Nitrogen (mg/L),TN Qualifier*,TN MDL (mg/L),Total Phosphorus (mg/L),TP Qualifier*,TP MDL (mg/L),Total Alkalinity (mg/L),Total Alkalinity Qualifier*,Total Alkalinity MDL (mg/L),
02/14/1994,L2936-1,1.0,0.020,<MDL      ,0.020,98.2,,,11.10,,,,,49,,0.220,,0.050,0.0130,,0.0020,7.1,,6.9,,0.410,,0.050,0.0190,,0.005,,,,
02/14/1994,L2936-2,3.0,0.020,<MDL      ,0.020,99.0,,,10.98,,,,,,,0.180,,0.050,0.0130,,0.0020,7.2,,6.9,,0.380,,0.050,0.0210,,0.005,,,,
03/07/1994,L3134-1,1.0,0.020,<MDL      ,0.020,100.3,,,11.08,,,,,36,,0.220,,0.050,0.0100,,0.0020,7.5,,7.6,,0.350,,0.050,0.0220,,0.005,,,,
03/07/1994,L3134-2,3.0,,,,101.1,,,11.09,,,,,,,,,,,,,7.5,,7.6,,0.370,,0.050,0.0260,,0.005,,,,
03/21/1994,L3279-1,1.0,0.020,<MDL      ,0.020,100.7,,,11.59,,,,,35,,0.160,,0.050,0.0076,,0.0020,7.6,,7.5,,0.350,,0.050,0.0210,,0.005,,,,
03/21/1994,L3279-2,3.0,0.020,<MDL      ,0.020,101.3,,,11.50,,,,,,,0.160,,0.050,0.0079,,0.0020,7.6,,7.6,,0.370,,0.050,0.0240,,0.005,,,,
04/04/1994,L3376-1,1.0,0.020,<MDL      ,0.020,100.1,,,12.56,,,,,,">MR,6E1   ",0.093,<RDL      ,0.050,0.0044,<RDL      ,0.0020,8.5,,10.1,,0.300,,0.050,0.0520,,0.005,,,,
04/04/1994,L3376-2,3.0,0.020,<MDL      ,0.020,100.6,,,12.37,,,,,,,0.093,<RDL      ,0.050,0.0039,<RDL      ,0.0020,8.4,,9.7,,0.296,,0.050,0.0500,,0.005,,,,
04/18/1994,L3501-1,1.0,0.020,<MDL      ,0.020,100.6,,,12.89,,,,,1,,0.090,<RDL      ,0.050,0.0022,<RDL      ,0.0020,8.7,,12.0,,0.347,,0.050,0.0200,,0.005,,,,
04/18/1994,L3501-2,3.0,0.020,<MDL      ,0.020,100.9,,,12.79,,,,,,,0.093,<RDL      ,0.050,0.0022,<RDL      ,0.0020,8.7,,11.3,,0.391,,0.050,0.0200,,0.005,,,,
